asof,asset,long,short,index
2021-07-07T19:30:03.689497,eth,104.86,143.81,99.48859693170553
2021-07-07T19:30:07.619284,btc,89.92,160.09,86.13125624409143
2021-07-07T19:31:01.107525,eth,104.86,143.81,99.48859693170553
2021-07-07T19:31:01.333673,btc,89.92,160.09,86.13125624409143
2021-07-07T19:32:01.342356,eth,104.86,143.81,99.48859693170553
2021-07-07T19:32:04.051939,btc,89.92,160.09,86.13125624409143
2021-07-07T19:33:00.577504,eth,104.86,143.81,99.48859693170553
2021-07-07T19:33:00.775220,btc,89.92,160.09,86.13125624409143
2021-07-07T19:34:04.273436,eth,104.86,143.81,99.48859693170553
2021-07-07T19:34:05.510074,btc,89.92,160.09,86.13125624409143
2021-07-07T19:35:01.066015,eth,104.86,143.81,99.48859693170553
2021-07-07T19:35:01.233620,btc,89.92,160.09,86.13125624409143
2021-07-07T19:36:03.964702,eth,105.93,143.81,98.71980096414441
2021-07-07T19:36:04.679021,btc,89.92,160.09,86.14796687272008
2021-07-07T19:37:01.427765,eth,105.93,143.81,98.71980096414441
2021-07-07T19:37:01.670485,btc,89.92,160.09,86.14796687272008
2021-07-07T19:38:01.508400,eth,105.93,143.81,98.71980096414441
2021-07-07T19:38:03.390467,btc,89.92,160.09,86.14796687272008
2021-07-07T19:39:00.850157,eth,105.93,143.81,98.71980096414441
2021-07-07T19:39:01.035520,btc,89.92,160.09,86.14796687272008
2021-07-07T19:40:00.987596,eth,105.93,143.81,98.71980096414441
2021-07-07T19:40:02.116349,btc,89.92,160.09,86.14796687272008
2021-07-07T19:41:00.691945,eth,105.93,143.81,99.7566715961505
2021-07-07T19:41:00.918485,btc,89.92,160.09,86.04729760836057
2021-07-07T19:42:03.807191,eth,105.93,143.81,99.7566715961505
2021-07-07T19:42:04.171688,btc,89.92,160.09,86.04729760836057
2021-07-07T19:43:00.951727,eth,105.93,143.81,99.7566715961505
2021-07-07T19:43:01.185002,btc,89.92,160.09,86.04729760836057
2021-07-07T19:44:09.277424,eth,105.93,143.81,99.7566715961505
2021-07-07T19:44:09.752490,btc,89.92,160.09,86.04729760836057
2021-07-07T19:45:01.592175,eth,105.93,143.81,99.7566715961505
2021-07-07T19:45:01.793366,btc,89.92,160.09,86.04729760836057
2021-07-07T19:46:02.877133,eth,105.93,143.81,99.7566715961505
2021-07-07T19:46:03.557019,btc,89.92,160.09,86.04729760836057
2021-07-07T19:47:01.044651,eth,105.93,143.81,99.7566715961505
2021-07-07T19:47:01.235744,btc,89.92,160.09,86.04729760836057
2021-07-07T19:48:03.455312,eth,105.93,143.81,99.7566715961505
2021-07-07T19:48:04.086221,btc,89.92,160.09,86.04729760836057
2021-07-07T19:49:00.629486,eth,105.93,143.81,99.7566715961505
2021-07-07T19:49:00.787457,btc,89.92,160.09,86.04729760836057
2021-07-07T19:50:09.547405,eth,105.93,143.81,99.7566715961505
2021-07-07T19:50:09.865532,btc,89.92,160.09,86.04729760836057
2021-07-07T19:51:01.426623,eth,105.93,143.81,99.7566715961505
2021-07-07T19:51:01.590924,btc,89.92,160.09,86.04729760836057
2021-07-07T19:52:01.590996,eth,105.93,143.81,103.27517656536682
2021-07-07T19:52:09.445592,btc,89.92,160.09,86.24628827859347
2021-07-07T19:53:00.961003,eth,105.93,143.81,103.27517656536682
2021-07-07T19:53:01.155684,btc,89.92,160.09,86.24628827859347
2021-07-07T19:54:01.301446,eth,105.93,143.81,103.27517656536682
2021-07-07T19:54:01.922046,btc,89.92,160.09,86.24628827859347
2021-07-07T19:55:01.614207,eth,105.93,143.81,103.27517656536682
2021-07-07T19:55:01.798029,btc,89.92,160.09,86.24628827859347
2021-07-07T19:56:01.473669,eth,105.93,143.81,103.16081501224245
2021-07-07T19:56:09.862766,btc,89.92,160.09,86.10840835701035
2021-07-07T19:57:05.699524,eth,105.93,143.81,103.16081501224245
2021-07-07T19:57:06.323427,btc,89.92,160.09,86.10840835701035
2021-07-07T19:58:01.005801,eth,105.93,143.81,103.16081501224245
2021-07-07T19:58:01.553481,btc,89.92,160.09,86.10840835701035
2021-07-07T19:59:01.381385,eth,105.93,143.81,103.16081501224245
2021-07-07T19:59:01.655134,btc,89.92,160.09,86.10840835701035
2021-07-07T20:00:01.238955,eth,105.93,143.81,103.16081501224245
2021-07-07T20:00:37.933710,btc,89.92,160.09,86.10840835701035
2021-07-07T20:01:06.188623,eth,105.93,143.81,103.16081501224245
2021-07-07T20:01:06.446067,btc,89.92,160.09,86.10840835701035
2021-07-07T20:02:00.994204,eth,105.93,143.81,103.16081501224245
2021-07-07T20:02:04.688808,btc,89.92,160.09,86.10840835701035
2021-07-07T20:03:01.690771,eth,105.93,143.81,103.16081501224245
2021-07-07T20:03:02.366946,btc,89.92,160.09,86.10840835701035
2021-07-07T20:04:00.965283,eth,105.93,143.81,103.16081501224245
2021-07-07T20:04:01.257035,btc,89.92,160.09,86.10840835701035
2021-07-07T20:05:04.750555,eth,105.93,143.81,103.16081501224245
2021-07-07T20:05:05.294729,btc,89.92,160.09,86.10840835701035
2021-07-07T20:06:00.999325,eth,105.93,143.81,103.08975909109827
2021-07-07T20:06:01.219479,btc,89.92,160.09,85.98310758090885
2021-07-07T20:07:01.212074,eth,105.93,143.81,103.08975909109827
2021-07-07T20:07:01.910080,btc,89.92,160.09,85.98310758090885
2021-07-07T20:08:01.746229,eth,105.93,143.81,103.08975909109827
2021-07-07T20:08:01.911218,btc,89.92,160.09,85.98310758090885
2021-07-07T20:09:02.093324,eth,105.93,143.81,103.08975909109827
2021-07-07T20:09:03.163642,btc,89.92,160.09,85.98310758090885
2021-07-07T20:10:00.915253,eth,105.93,143.81,103.08975909109827
2021-07-07T20:10:01.065895,btc,89.92,160.09,85.98310758090885
2021-07-07T20:11:00.886985,eth,105.93,143.81,102.93300779196997
2021-07-07T20:11:01.301368,btc,89.92,160.09,85.93023539206635
2021-07-07T20:12:04.466165,eth,105.93,143.81,102.93300779196997
2021-07-07T20:12:05.188221,btc,89.92,160.09,85.93023539206635
2021-07-07T20:13:00.764067,eth,105.93,143.81,102.93300779196997
2021-07-07T20:13:01.039369,btc,89.92,160.09,85.93023539206635
2021-07-07T20:14:01.240247,eth,105.93,143.81,102.93300779196997
2021-07-07T20:14:01.747503,btc,89.92,160.09,85.93023539206635
2021-07-07T20:15:01.542009,eth,105.93,143.81,102.93300779196997
2021-07-07T20:15:01.708010,btc,89.92,160.09,85.93023539206635
2021-07-07T20:16:03.242961,eth,105.93,143.81,99.58397854757047
2021-07-07T20:16:03.900775,btc,89.92,160.09,85.97157553206267
2021-07-07T20:17:05.745282,eth,105.93,143.81,99.58397854757047
2021-07-07T20:17:06.048607,btc,89.92,160.09,85.97157553206267
2021-07-07T20:18:00.802427,eth,105.93,143.81,99.58397854757047
2021-07-07T20:18:01.001497,btc,89.92,160.09,85.97157553206267
2021-07-07T20:19:04.460323,eth,105.93,143.81,99.58397854757047
2021-07-07T20:19:05.012988,btc,89.92,160.09,85.97157553206267
2021-07-07T20:20:00.658789,eth,105.93,143.81,99.58397854757047
2021-07-07T20:20:00.865914,btc,89.92,160.09,85.97157553206267
2021-07-07T20:21:03.848896,eth,105.93,143.81,102.98030447112897
2021-07-07T20:21:04.700460,btc,89.92,160.09,85.91544662862447
2021-07-07T20:22:01.371717,eth,105.93,143.81,102.98030447112897
2021-07-07T20:22:01.566217,btc,89.92,160.09,85.91544662862447
2021-07-07T20:23:01.401380,eth,105.93,143.81,102.98030447112897
2021-07-07T20:23:01.824485,btc,89.92,160.09,85.91544662862447
2021-07-07T20:24:01.502416,eth,105.93,143.81,102.98030447112897
2021-07-07T20:24:01.679200,btc,89.92,160.09,85.91544662862447
2021-07-07T20:25:01.467682,eth,105.93,143.81,102.98030447112897
2021-07-07T20:25:01.914911,btc,89.92,160.09,85.91544662862447
2021-07-07T20:26:01.529862,eth,105.93,143.81,101.87744065304804
2021-07-07T20:26:01.684034,btc,89.92,160.09,85.91544662862447
2021-07-07T20:27:01.579286,eth,105.93,143.81,101.87744065304804
2021-07-07T20:27:05.628621,btc,89.92,160.09,85.85743954660401
2021-07-07T20:28:01.229841,eth,105.93,143.81,101.87744065304804
2021-07-07T20:28:01.433181,btc,89.92,160.09,85.85743954660401
2021-07-07T20:29:01.480727,eth,105.93,143.81,101.87744065304804
2021-07-07T20:29:05.430448,btc,89.92,160.09,85.85743954660401
2021-07-07T20:30:01.111662,eth,105.93,143.81,101.87744065304804
2021-07-07T20:30:01.390580,btc,89.92,160.09,85.85743954660401
2021-07-07T20:31:02.845349,eth,105.93,143.81,102.03111335624628
2021-07-07T20:31:03.288053,btc,89.92,160.09,85.8922609637412
2021-07-07T20:32:00.995250,eth,105.93,143.81,102.03111335624628
2021-07-07T20:32:01.187244,btc,89.92,160.09,85.8922609637412
2021-07-07T20:33:01.053094,eth,105.93,143.81,102.03111335624628
2021-07-07T20:33:01.433301,btc,89.92,160.09,85.8922609637412
2021-07-07T20:34:01.385999,eth,105.93,143.81,102.03111335624628
2021-07-07T20:34:01.636071,btc,89.92,160.09,85.8922609637412
2021-07-07T20:35:01.637554,eth,105.93,143.81,102.03111335624628
2021-07-07T20:35:03.137202,btc,89.92,160.09,85.8922609637412
2021-07-07T20:36:01.188281,eth,105.93,143.81,101.69233238417989
2021-07-07T20:36:01.409223,btc,89.92,160.09,85.79335838440355
2021-07-07T20:37:01.191508,eth,105.93,143.81,101.69233238417989
2021-07-07T20:37:02.410212,btc,89.92,160.09,85.79335838440355
2021-07-07T20:38:01.052961,eth,105.93,143.81,101.69233238417989
2021-07-07T20:38:01.244183,btc,89.92,160.09,85.79335838440355
2021-07-07T20:39:00.989102,eth,105.93,143.81,101.69233238417989
2021-07-07T20:39:01.551692,btc,89.92,160.09,85.79335838440355
2021-07-07T20:40:01.155195,eth,105.93,143.81,101.69233238417989
2021-07-07T20:40:01.299217,btc,89.92,160.09,85.79335838440355
2021-07-07T20:41:01.201242,eth,105.93,143.81,101.65020421052373
2021-07-07T20:41:01.878599,btc,89.92,160.09,85.69341369512972
2021-07-07T20:42:02.408043,eth,105.93,143.81,101.65020421052373
2021-07-07T20:42:03.357937,btc,89.92,160.09,85.69341369512972
2021-07-07T20:43:00.895827,eth,105.93,143.81,101.65020421052373
2021-07-07T20:43:01.077860,btc,89.92,160.09,85.69341369512972
2021-07-07T20:44:01.089661,eth,105.93,143.81,101.65020421052373
2021-07-07T20:44:02.094031,btc,89.92,160.09,85.69341369512972
2021-07-07T20:45:00.593943,eth,105.93,143.81,101.65020421052373
2021-07-07T20:45:00.784594,btc,89.92,160.09,85.69341369512972
2021-07-07T20:46:03.611506,eth,105.93,143.81,101.76505619737162
2021-07-07T20:46:06.736031,btc,89.92,160.09,85.66618833225259
2021-07-07T20:47:01.367709,eth,105.93,143.81,101.76505619737162
2021-07-07T20:47:01.609350,btc,89.92,160.09,85.66618833225259
2021-07-07T20:48:06.065640,eth,105.93,143.81,101.76505619737162
2021-07-07T20:48:06.457145,btc,89.92,160.09,85.66618833225259
2021-07-07T20:49:01.096582,eth,105.93,143.81,101.76505619737162
2021-07-07T20:49:01.298929,btc,89.92,160.09,85.66618833225259
2021-07-07T20:50:01.488595,eth,105.93,143.81,101.76505619737162
2021-07-07T20:50:07.713163,btc,89.92,160.09,85.66618833225259
2021-07-07T20:51:01.301996,eth,105.93,143.81,101.6528323321238
2021-07-07T20:51:01.528804,btc,89.92,160.09,85.68309357524879
2021-07-07T20:52:01.366931,eth,105.93,143.81,101.6528323321238
2021-07-07T20:52:02.785251,btc,89.92,160.09,85.68309357524879
2021-07-07T20:53:01.286773,eth,105.93,143.81,101.6528323321238
2021-07-07T20:53:01.475092,btc,89.92,160.09,85.68309357524879
2021-07-07T20:54:01.347193,eth,105.93,143.81,101.6528323321238
2021-07-07T20:54:02.254487,btc,89.92,160.09,85.68309357524879
2021-07-07T20:55:00.754889,eth,105.93,143.81,101.6528323321238
2021-07-07T20:55:00.956176,btc,89.92,160.09,85.68309357524879
2021-07-07T20:56:03.634642,eth,105.93,143.81,101.80051570638105
2021-07-07T20:56:03.997584,btc,89.92,160.09,85.75447603371413
2021-07-07T20:57:00.540666,eth,105.93,143.81,101.80051570638105
2021-07-07T20:57:00.704236,btc,89.92,160.09,85.75447603371413
2021-07-07T20:58:04.271129,eth,105.93,143.81,101.80051570638105
2021-07-07T20:58:04.632207,btc,89.92,160.09,85.75447603371413
2021-07-07T20:59:01.202682,eth,105.93,143.81,101.80051570638105
2021-07-07T20:59:01.398438,btc,89.92,160.09,85.75447603371413
2021-07-07T21:00:02.137316,eth,105.93,143.81,101.80051570638105
2021-07-07T21:00:37.444574,btc,89.92,160.09,85.75447603371413
2021-07-07T21:01:00.992761,eth,105.93,143.81,101.80051570638105
2021-07-07T21:01:01.193916,btc,89.92,160.09,85.75447603371413
2021-07-07T21:02:01.433115,eth,105.93,143.81,101.80051570638105
2021-07-07T21:02:03.485386,btc,89.92,160.09,85.75447603371413
2021-07-07T21:03:01.031948,eth,105.93,143.81,101.80051570638105
2021-07-07T21:03:01.230727,btc,89.92,160.09,85.75447603371413
2021-07-07T21:04:02.369071,eth,105.93,143.81,101.80051570638105
2021-07-07T21:04:03.032109,btc,89.92,160.09,85.75447603371413
2021-07-07T21:05:00.557396,eth,105.93,143.81,101.80051570638105
2021-07-07T21:05:00.752395,btc,89.92,160.09,85.75447603371413
2021-07-07T21:06:01.713168,eth,105.93,143.81,98.105466555905
2021-07-07T21:06:04.781439,btc,89.92,160.09,85.54486362223692
2021-07-07T21:07:01.323187,eth,105.93,143.81,98.105466555905
2021-07-07T21:07:01.500625,btc,89.92,160.09,85.54486362223692
2021-07-07T21:08:01.580063,eth,105.93,143.81,98.105466555905
2021-07-07T21:08:04.115458,btc,89.92,160.09,85.54486362223692
2021-07-07T21:09:00.632772,eth,105.93,143.81,98.105466555905
2021-07-07T21:09:00.816448,btc,89.92,160.09,85.54486362223692
2021-07-07T21:10:01.906922,eth,105.93,143.81,98.105466555905
2021-07-07T21:10:03.622340,btc,89.92,160.09,85.54486362223692
2021-07-07T21:11:01.276727,eth,105.93,143.81,98.10526132560162
2021-07-07T21:11:01.488061,btc,89.92,160.09,83.22360104933651
2021-07-07T21:12:01.459424,eth,105.93,143.81,98.10526132560162
2021-07-07T21:12:05.493908,btc,89.92,160.09,83.22360104933651
2021-07-07T21:13:01.031479,eth,105.93,143.81,98.10526132560162
2021-07-07T21:13:01.232998,btc,89.92,160.09,83.22360104933651
2021-07-07T21:14:00.923536,eth,105.93,143.81,98.10526132560162
2021-07-07T21:14:01.270498,btc,89.92,160.09,83.22360104933651
2021-07-07T21:15:00.752821,eth,105.93,143.81,98.10526132560162
2021-07-07T21:15:00.928515,btc,89.92,160.09,83.22360104933651
2021-07-07T21:16:05.907278,eth,105.93,143.81,98.14205917217227
2021-07-07T21:16:06.320937,btc,89.92,160.09,85.31085611364888
2021-07-07T21:17:00.856495,eth,105.93,143.81,98.14205917217227
2021-07-07T21:17:01.065961,btc,89.92,160.09,85.31085611364888
2021-07-07T21:18:01.486959,eth,105.93,143.81,98.14205917217227
2021-07-07T21:18:02.368030,btc,89.92,160.09,85.31085611364888
2021-07-07T21:19:00.886725,eth,105.93,143.81,98.14205917217227
2021-07-07T21:19:01.087543,btc,89.92,160.09,85.31085611364888
2021-07-07T21:20:00.839529,eth,105.93,143.81,98.14205917217227
2021-07-07T21:20:01.576575,btc,89.92,160.09,85.31085611364888
2021-07-07T21:21:01.649394,eth,105.93,143.81,98.09728157309844
2021-07-07T21:21:01.853819,btc,89.92,160.09,85.21637842780532
2021-07-07T21:22:01.411392,eth,105.93,143.81,98.09728157309844
2021-07-07T21:22:02.224940,btc,89.92,160.09,85.21637842780532
2021-07-07T21:23:01.065609,eth,105.93,143.81,98.09728157309844
2021-07-07T21:23:01.256360,btc,89.92,160.09,85.21637842780532
2021-07-07T21:24:00.793412,eth,105.93,143.81,98.09728157309844
2021-07-07T21:24:07.235507,btc,89.92,160.09,85.21637842780532
2021-07-07T21:25:01.084686,eth,105.93,143.81,98.09728157309844
2021-07-07T21:25:01.273001,btc,89.92,160.09,85.21637842780532
2021-07-07T21:26:00.796052,eth,105.93,143.81,98.09728157309844
2021-07-07T21:26:04.100059,btc,89.92,160.09,85.10329691749536
2021-07-07T21:27:03.121493,eth,105.93,143.81,101.75005710015613
2021-07-07T21:27:03.322375,btc,89.92,160.09,85.10329691749536
2021-07-07T21:28:00.863769,eth,105.93,143.81,101.75005710015613
2021-07-07T21:28:02.036063,btc,89.92,160.09,85.10329691749536
2021-07-07T21:29:01.122480,eth,105.93,143.81,101.75005710015613
2021-07-07T21:29:01.313509,btc,89.92,160.09,85.10329691749536
2021-07-07T21:30:00.848785,eth,105.93,143.81,101.75005710015613
2021-07-07T21:30:01.586281,btc,89.92,160.09,85.10329691749536
2021-07-07T21:31:01.309307,eth,105.93,143.81,101.75005710015613
2021-07-07T21:31:01.501293,btc,89.92,160.09,85.10329691749536
2021-07-07T21:32:01.037874,eth,105.93,143.81,101.75005710015613
2021-07-07T21:32:01.593835,btc,89.92,160.09,85.10329691749536
2021-07-07T21:33:01.556177,eth,105.93,143.81,101.75005710015613
2021-07-07T21:33:01.778153,btc,89.92,160.09,85.10329691749536
2021-07-07T21:34:01.318838,eth,105.93,143.81,101.75005710015613
2021-07-07T21:34:01.731721,btc,89.92,160.09,85.10329691749536
2021-07-07T21:35:01.623206,eth,105.93,143.81,101.75005710015613
2021-07-07T21:35:01.804439,btc,89.92,160.09,85.10329691749536
2021-07-07T21:36:01.485639,eth,105.93,143.81,101.60549605571416
2021-07-07T21:36:04.483016,btc,89.92,160.09,86.78742320209662
2021-07-07T21:37:01.276011,eth,105.93,143.81,101.60549605571416
2021-07-07T21:37:01.466514,btc,89.92,160.09,86.78742320209662
2021-07-07T21:38:00.972139,eth,105.93,143.81,101.60549605571416
2021-07-07T21:38:01.878372,btc,89.92,160.09,86.78742320209662
2021-07-07T21:39:01.595728,eth,105.7,143.81,101.60549605571416
2021-07-07T21:39:01.779040,btc,89.92,160.09,86.78742320209662
2021-07-07T21:40:01.328073,eth,105.7,143.81,101.60549605571416
2021-07-07T21:40:16.820036,btc,89.92,160.09,86.78742320209662
2021-07-07T21:41:01.737879,eth,105.7,143.81,101.75079394653919
2021-07-07T21:41:01.941363,btc,89.92,160.09,86.90842728134236
2021-07-07T21:42:01.533321,eth,105.7,143.81,101.75079394653919
2021-07-07T21:42:06.009309,btc,89.92,160.09,86.90842728134236
2021-07-07T21:43:00.697773,eth,105.7,143.81,101.75079394653919
2021-07-07T21:43:00.874798,btc,89.92,160.09,86.90842728134236
2021-07-07T21:44:06.523212,eth,105.7,143.81,101.75079394653919
2021-07-07T21:44:07.440316,btc,89.92,160.09,86.90842728134236
2021-07-07T21:45:00.954127,eth,105.7,143.81,101.75079394653919
2021-07-07T21:45:01.152754,btc,89.92,160.09,86.90842728134236
2021-07-07T21:46:01.067835,eth,105.7,143.81,101.75079394653919
2021-07-07T21:46:01.745428,btc,89.92,160.09,86.67909706024157
2021-07-07T21:47:01.460821,eth,105.7,143.81,97.9690876751748
2021-07-07T21:47:01.615315,btc,89.92,160.09,86.67909706024157
2021-07-07T21:48:01.403579,eth,105.7,143.81,97.9690876751748
2021-07-07T21:48:05.921914,btc,89.92,160.09,86.67909706024157
2021-07-07T21:49:01.595160,eth,105.7,143.81,97.9690876751748
2021-07-07T21:49:01.782990,btc,89.92,160.09,86.67909706024157
2021-07-07T21:50:01.503587,eth,105.7,143.81,97.9690876751748
2021-07-07T21:50:06.326675,btc,89.92,160.09,86.67909706024157
2021-07-07T21:51:01.753556,eth,105.7,143.81,101.74337080721504
2021-07-07T21:51:01.971214,btc,89.92,160.09,86.47756626953745
2021-07-07T21:52:01.640249,eth,105.7,143.81,101.74337080721504
2021-07-07T21:52:04.303185,btc,89.92,160.09,86.47756626953745
2021-07-07T21:53:00.935772,eth,105.7,143.81,101.74337080721504
2021-07-07T21:53:01.080169,btc,89.92,160.09,86.47756626953745
2021-07-07T21:54:00.781098,eth,105.7,143.81,101.74337080721504
2021-07-07T21:54:01.230227,btc,89.92,160.09,86.47756626953745
2021-07-07T21:55:01.015547,eth,105.7,143.81,101.74337080721504
2021-07-07T21:55:01.185477,btc,89.92,160.09,86.47756626953745
2021-07-07T21:56:01.305321,eth,105.7,143.81,98.28766145069872
2021-07-07T21:56:09.049166,btc,89.92,160.09,86.7024402817132
2021-07-07T21:57:00.667109,eth,105.7,143.81,98.28766145069872
2021-07-07T21:57:00.810307,btc,89.92,160.09,86.7024402817132
2021-07-07T21:58:01.770324,eth,105.7,143.81,98.28766145069872
2021-07-07T21:58:09.656759,btc,89.92,160.09,86.7024402817132
2021-07-07T21:59:01.184038,eth,105.7,143.81,98.28766145069872
2021-07-07T21:59:01.341661,btc,89.92,160.09,86.7024402817132
2021-07-07T22:00:01.252418,eth,105.7,143.81,98.28766145069872
2021-07-07T22:00:01.802634,btc,89.92,160.09,86.7024402817132
2021-07-07T22:01:01.559012,eth,105.7,143.81,98.18247461581191
2021-07-07T22:01:01.747654,btc,89.92,160.09,86.97423243204945
2021-07-07T22:02:01.691060,eth,105.7,143.81,98.18247461581191
2021-07-07T22:02:03.149887,btc,89.92,160.09,86.97423243204945
2021-07-07T22:03:00.808051,eth,105.7,143.81,98.18247461581191
2021-07-07T22:03:01.005518,btc,89.92,160.09,86.97423243204945
2021-07-07T22:04:00.796175,eth,105.7,143.81,98.18247461581191
2021-07-07T22:04:01.508979,btc,89.92,160.09,86.97423243204945
2021-07-07T22:05:01.501441,eth,105.7,143.81,98.18247461581191
2021-07-07T22:05:01.720254,btc,89.92,160.09,86.97423243204945
2021-07-07T22:06:01.422213,eth,105.7,143.81,98.1237024423385
2021-07-07T22:06:02.474185,btc,89.92,160.09,87.02535822874671
2021-07-07T22:07:03.175441,eth,105.7,143.81,98.1237024423385
2021-07-07T22:07:04.363164,btc,89.92,160.09,87.02535822874671
2021-07-07T22:08:00.882711,eth,105.7,143.81,98.1237024423385
2021-07-07T22:08:01.043225,btc,89.92,160.09,87.02535822874671
2021-07-07T22:09:01.442702,eth,105.7,143.81,98.1237024423385
2021-07-07T22:09:04.344272,btc,89.92,160.09,87.02535822874671
2021-07-07T22:10:00.863136,eth,105.7,143.81,98.1237024423385
2021-07-07T22:10:01.054250,btc,89.92,160.09,87.02535822874671
2021-07-07T22:11:00.702855,eth,105.7,143.81,98.1237024423385
2021-07-07T22:11:01.009034,btc,89.92,160.09,87.02535822874671
2021-07-07T22:12:00.557276,eth,105.7,143.81,98.1237024423385
2021-07-07T22:12:00.697916,btc,89.92,160.09,87.02535822874671
2021-07-07T22:13:01.576425,eth,105.7,143.81,98.1237024423385
2021-07-07T22:13:04.910382,btc,89.92,160.09,87.02535822874671
2021-07-07T22:14:01.464447,eth,105.7,143.81,98.1237024423385
2021-07-07T22:14:01.656230,btc,89.92,160.09,87.02535822874671
2021-07-07T22:15:01.817123,eth,105.7,143.81,98.1237024423385
2021-07-07T22:15:09.267278,btc,89.92,160.09,87.02535822874671
2021-07-07T22:16:00.836915,eth,105.7,143.81,98.1237024423385
2021-07-07T22:16:01.022238,btc,89.92,160.09,87.02535822874671
2021-07-07T22:17:01.030152,eth,105.7,143.81,98.1237024423385
2021-07-07T22:17:03.413484,btc,89.92,160.09,87.02535822874671
2021-07-07T22:18:00.921389,eth,105.7,143.81,98.1237024423385
2021-07-07T22:18:01.104350,btc,89.92,160.09,87.02535822874671
2021-07-07T22:19:01.196672,eth,105.7,143.81,98.1237024423385
2021-07-07T22:19:01.779438,btc,89.92,160.09,87.02535822874671
2021-07-07T22:20:04.241391,eth,105.7,143.81,98.1237024423385
2021-07-07T22:20:04.904616,btc,89.92,160.09,87.02535822874671
2021-07-07T22:21:01.284462,eth,105.7,143.81,99.5726961565494
